,business_id,review_count,stars,name,categories,state,city,address,latitude,longitude,business_id,Morning,Afternoon,Night,Late,tmp,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,UGDS,dist,total_checkin
1832584,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,Queens University of Charlotte,Charlotte,NC,28274-0001,Southern Association of Colleges and Schools Commission on Colleges,35.188929,-80.832227,1551.0,4.4459215069,132
1836207,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,Regina's College of Beauty-Charlotte,Charlotte,NC,28208,,35.23618,-80.88412,89.0,0.0795365416269,132
1834459,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,King's College,Charlotte,NC,28204,Accrediting Council for Independent Colleges and Schools,35.213048,-80.822384,380.0,3.90782828245,132
1835724,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,Southeastern Institute-Charlotte,Charlotte,NC,28217,Accrediting Commission of Career Schools and Colleges,35.16764,-80.887311,248.0,4.74691118161,132
1835386,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,Johnson & Wales University-Charlotte,Charlotte,NC,28202,New England Association of Schools and Colleges Commission on Institutions of Higher Education,35.23294,-80.8509,2218.0,1.96621747643,132
1835342,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,Charlotte Christian College and Theological Seminary,Charlotte,NC,28205-1648,Transnational Association of Christian Colleges and Schools,35.242999,-80.802527,93.0,4.70190446813,132
1835873,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,Charlotte School of Law,Charlotte,NC,28244,,35.22477,-80.843091,,2.52299426803,132
1835534,LvZd8hjLSvhyGY5VVrUtTg,3,4.0,Compare Foods,"[u'Food', u'Grocery']",NC,Charlotte,2701 Freedom Dr,35.236375,-80.88551,nuMmehPFS5kI1_C9bBlK5A,0,78,41,13,1,ITT Technical Institute-Charlotte South,Charlotte,NC,28217,,35.182074,-80.921103,266.0,4.25305275025,132
1547284,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,Regency Beauty Institute-Charlotte,Charlotte,NC,28273,,35.138328,-80.931732,29.0,3.16719289451,128
1547000,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,ITT Technical Institute-Charlotte South,Charlotte,NC,28217,,35.182074,-80.921103,266.0,3.14877097059,128
1546416,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,Carolinas College of Health Sciences,Charlotte,NC,28203-2861,Southern Association of Colleges and Schools Commission on Colleges,35.200295,-80.838535,469.0,3.98531465773,128
1547190,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,Southeastern Institute-Charlotte,Charlotte,NC,28217,Accrediting Commission of Career Schools and Colleges,35.16764,-80.887311,248.0,1.14765554186,128
1548235,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,DeVry University-North Carolina,Charlotte,NC,28273,North Central Association of Colleges and Schools The Higher Learning Commission,35.13766,-80.931971,308.0,3.19469625727,128
1547606,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,Empire Beauty School-Pineville,Charlotte,NC,28226,National Accrediting Commission of Career Arts and Sciences,35.08982,-80.865341,104.0,4.40286373972,128
1548356,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,University of Phoenix-North Carolina,Charlotte,NC,28273,North Central Association of Colleges and Schools The Higher Learning Commission,35.15266,-80.949341,420.0,4.00199641781,128
1544021,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,Mercy School of Nursing,Charlotte,NC,28203,Accreditation Commission for Education in Nursing,35.132476,-80.904762,49.0,2.03786579668,128
1544050,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,Queens University of Charlotte,Charlotte,NC,28274-0001,Southern Association of Colleges and Schools Commission on Colleges,35.188929,-80.832227,1551.0,3.61526929045,128
1543959,KxOEV3HaVPOGAy1eidyumQ,4,1.0,Payal Indian Groceries & Spices,"[u'Food', u'Grocery']",NC,Charlotte,6400 Old Pineville Rd,35.1526799,-80.87845,soTckoprAbi2TlfqNInxeA,54,15,16,43,1,The Art Institute of Charlotte,Charlotte,NC,28217-4536,Southern Association of Colleges and Schools Commission on Colleges,35.183009,-80.926992,839.0,3.44844730379,128
1809742,Z69RXJ2o2pNb6aF8ZKx1WA,7,2.0,Dunkin Donuts,"[u'Breakfast & Brunch', u'Donuts', u'Cafes', u'Food', u'Restaurants', u'Coffee & Tea']",NC,Davidson,721 Jetton St,35.5024568189,-80.8614721603,E6U8zl527AsspbTf5nZCdw,0,19,82,24,1,Davidson College,Davidson,NC,28035,Southern Association of Colleges and Schools Commission on Colleges,35.500006,-80.845236,1779.0,0.928188676837,125
7124830,MMs2BKvQau-kSl-kmNRcAw,48,3.5,J Peters Grill & Bar,"[u'American (Traditional)', u'Bars', u'Restaurants', u'Nightlife']",NC,Mount Holly,1000 Marina Village Dr,35.2732109419,-81.0153723134,og04KLFbOsvu7vTy-uchTA,18,34,43,30,1,Carolina School of Broadcasting,Charlotte,NC,28214,,35.255857,-80.983976,55.0,2.13740339746,125
7124820,MMs2BKvQau-kSl-kmNRcAw,48,3.5,J Peters Grill & Bar,"[u'American (Traditional)', u'Bars', u'Restaurants', u'Nightlife']",NC,Mount Holly,1000 Marina Village Dr,35.2732109419,-81.0153723134,og04KLFbOsvu7vTy-uchTA,18,34,43,30,1,Belmont Abbey College,Belmont,NC,28012-1802,Southern Association of Colleges and Schools Commission on Colleges,35.261276,-81.041847,1482.0,1.70484755878,125
4376225,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,University of North Carolina at Charlotte,Charlotte,NC,28223-0001,Southern Association of Colleges and Schools Commission on Colleges,35.306834,-80.73579,22686.0,4.68783975071,119
4379041,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,Johnson & Wales University-Charlotte,Charlotte,NC,28202,New England Association of Schools and Colleges Commission on Institutions of Higher Education,35.23294,-80.8509,2218.0,3.73050988813,119
4376198,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,Johnson C Smith University,Charlotte,NC,28216-5398,Southern Association of Colleges and Schools Commission on Colleges,35.243384,-80.854842,1371.0,3.69688168834,119
4379528,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,Charlotte School of Law,Charlotte,NC,28244,,35.22477,-80.843091,,3.64342612931,119
4378114,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,King's College,Charlotte,NC,28204,Accrediting Council for Independent Colleges and Schools,35.213048,-80.822384,380.0,3.45945675942,119
4378605,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,Carolinas College of Health Sciences,Charlotte,NC,28203-2861,Southern Association of Colleges and Schools Commission on Colleges,35.200295,-80.838535,469.0,4.69308039649,119
4378997,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,Charlotte Christian College and Theological Seminary,Charlotte,NC,28205-1648,Transnational Association of Christian Colleges and Schools,35.242999,-80.802527,93.0,1.11278538492,119
4376170,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,Central Piedmont Community College,Charlotte,NC,28204,Southern Association of Colleges and Schools Commission on Colleges,35.217774,-80.829796,17922.0,3.43165989246,119
4379791,ShnXvNkJKsDIQaGJeM0L6w,7,4.0,Hong Kong BBQ,"[u'Chinese', u'Food', u'Meat Shops', u'Restaurants', u'Barbeque', u'Specialty Food']",NC,Charlotte,"4520 N Tryon St, Ste 25",35.2561847,-80.7911787,5qlcAQ3GrTkY8oOsPGQRWQ,9,49,32,29,1,The Hair Design School-Charlotte,Charlotte,NC,28213,National Accrediting Commission of Career Arts and Sciences,35.25855,-80.7837,82.0,0.452171951907,119
4998802,BWmex2gxmeWWFwb6hjKm5Q,22,3.0,QDOBA Mexican Eats,"[u'Event Planning & Services', u'Restaurants', u'Mexican', u'Fast Food', u'Caterers']",NC,Huntersville,16926 Birkdale Commons Pkwy,35.4460538514,-80.8781203139,u2YUXAjaHwhY0zHR8yZlig,9,84,16,3,1,Davidson College,Davidson,NC,28035,Southern Association of Colleges and Schools Commission on Colleges,35.500006,-80.845236,1779.0,4.15881326273,112
499593,lWARz1KEamNU_P0T5tet8w,3,2.5,Maki of Japan,"[u'Restaurants', u'Japanese']",NC,Charlotte,"6801 Northlake Mall Dr, Ste Fc204",35.3521284,-80.8512352,gbLMIGbBx5aGmV6F7Yp9-w,13,62,19,16,1,ITT Technical Institute-Charlotte North,Charlotte,NC,28262,,35.338374,-80.764873,379.0,4.95566807849,110
4963987,hPiDh67QH1BLFI0c-Iu8Zw,6,2.5,Subway,"[u'Fast Food', u'Restaurants', u'Sandwiches']",NC,Concord,3709 Concord Pkwy S,35.3692136,-80.6640323,KbNmZoTFUm22rIWSJe6cEQ,0,35,55,20,1,Empire Beauty School-Concord,Concord,NC,28027,National Accrediting Commission of Career Arts and Sciences,35.364501,-80.713322,84.0,2.79420770534,110
6988231,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Queens University of Charlotte,Charlotte,NC,28274-0001,Southern Association of Colleges and Schools Commission on Colleges,35.188929,-80.832227,1551.0,2.70542577865,109
6991783,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,The Hair Design School-Charlotte,Charlotte,NC,28213,National Accrediting Commission of Career Arts and Sciences,35.25855,-80.7837,82.0,3.99361720938,109
6991854,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Regina's College of Beauty-Charlotte,Charlotte,NC,28208,,35.23618,-80.88412,89.0,2.39567079502,109
6988190,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Johnson C Smith University,Charlotte,NC,28216-5398,Southern Association of Colleges and Schools Commission on Colleges,35.243384,-80.854842,1371.0,1.30486366829,109
6988162,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Central Piedmont Community College,Charlotte,NC,28204,Southern Association of Colleges and Schools Commission on Colleges,35.217774,-80.829796,17922.0,0.98935924315,109
6990597,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Carolinas College of Health Sciences,Charlotte,NC,28203-2861,Southern Association of Colleges and Schools Commission on Colleges,35.200295,-80.838535,469.0,1.86789896264,109
6990106,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,King's College,Charlotte,NC,28204,Accrediting Council for Independent Colleges and Schools,35.213048,-80.822384,380.0,1.51937804205,109
6991520,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Charlotte School of Law,Charlotte,NC,28244,,35.22477,-80.843091,,0.159983554029,109
6991371,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Southeastern Institute-Charlotte,Charlotte,NC,28217,Accrediting Commission of Career Schools and Colleges,35.16764,-80.887311,248.0,4.80228650214,109
4550849,f-WuJzLy2yi7D95lPyrNCg,161,4.5,Zafran Kabab Palace,"[u'Afghan', u'Halal', u'Restaurants', u'Pakistani', u'Indian']",NC,Pineville,"212 N Polk St, Ste 101",35.0872406,-80.8863258,FoJRtc3PDpbKsy_C5fk88Q,16,85,7,1,1,Mercy School of Nursing,Charlotte,NC,28203,Accreditation Commission for Education in Nursing,35.132476,-80.904762,49.0,3.29230664528,109
4554112,f-WuJzLy2yi7D95lPyrNCg,161,4.5,Zafran Kabab Palace,"[u'Afghan', u'Halal', u'Restaurants', u'Pakistani', u'Indian']",NC,Pineville,"212 N Polk St, Ste 101",35.0872406,-80.8863258,FoJRtc3PDpbKsy_C5fk88Q,16,85,7,1,1,Regency Beauty Institute-Charlotte,Charlotte,NC,28273,,35.138328,-80.931732,29.0,4.36109160749,109
6991033,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Johnson & Wales University-Charlotte,Charlotte,NC,28202,New England Association of Schools and Colleges Commission on Institutions of Higher Education,35.23294,-80.8509,2218.0,0.596255581804,109
4555063,f-WuJzLy2yi7D95lPyrNCg,161,4.5,Zafran Kabab Palace,"[u'Afghan', u'Halal', u'Restaurants', u'Pakistani', u'Indian']",NC,Pineville,"212 N Polk St, Ste 101",35.0872406,-80.8863258,FoJRtc3PDpbKsy_C5fk88Q,16,85,7,1,1,DeVry University-North Carolina,Charlotte,NC,28273,North Central Association of Colleges and Schools The Higher Learning Commission,35.13766,-80.931971,308.0,4.33189839269,109
6990989,3VJ8qR-ulhPD1DMTPQD6QA,5,3.0,Sophies Soulfood,"[u'Food Trucks', u'Food']",NC,Charlotte,,35.2270869,-80.8431267,RDdcPoicPzNiZwGe4jZ9yA,1,36,67,5,1,Charlotte Christian College and Theological Seminary,Charlotte,NC,28205-1648,Transnational Association of Christian Colleges and Schools,35.242999,-80.802527,93.0,2.53958922392,109
4554434,f-WuJzLy2yi7D95lPyrNCg,161,4.5,Zafran Kabab Palace,"[u'Afghan', u'Halal', u'Restaurants', u'Pakistani', u'Indian']",NC,Pineville,"212 N Polk St, Ste 101",35.0872406,-80.8863258,FoJRtc3PDpbKsy_C5fk88Q,16,85,7,1,1,Empire Beauty School-Pineville,Charlotte,NC,28226,National Accrediting Commission of Career Arts and Sciences,35.08982,-80.865341,104.0,1.19888594956,109
4942427,cHnsUt2qd5OCLfYwdHh9CQ,28,4.0,Five Guys,"[u'Fast Food', u'Restaurants', u'Burgers', u'American (New)']",NC,Charlotte,"12820 S Tryon St, Ste 150",35.104564,-80.98864,9cM7MCXiHuosXpD-z-ozZQ,1,50,41,16,1,University of Phoenix-North Carolina,Charlotte,NC,28273,North Central Association of Colleges and Schools The Higher Learning Commission,35.15266,-80.949341,420.0,3.9940620805,108
4942306,cHnsUt2qd5OCLfYwdHh9CQ,28,4.0,Five Guys,"[u'Fast Food', u'Restaurants', u'Burgers', u'American (New)']",NC,Charlotte,"12820 S Tryon St, Ste 150",35.104564,-80.98864,9cM7MCXiHuosXpD-z-ozZQ,1,50,41,16,1,DeVry University-North Carolina,Charlotte,NC,28273,North Central Association of Colleges and Schools The Higher Learning Commission,35.13766,-80.931971,308.0,3.93244328603,108
4941355,cHnsUt2qd5OCLfYwdHh9CQ,28,4.0,Five Guys,"[u'Fast Food', u'Restaurants', u'Burgers', u'American (New)']",NC,Charlotte,"12820 S Tryon St, Ste 150",35.104564,-80.98864,9cM7MCXiHuosXpD-z-ozZQ,1,50,41,16,1,Regency Beauty Institute-Charlotte,Charlotte,NC,28273,,35.138328,-80.931732,29.0,3.97032971973,108
7287096,z_rVJjsUZ8yKvSvPLrGkzA,5,1.0,Domino's Pizza,"[u'Sandwiches', u'Pizza', u'Restaurants', u'Chicken Wings']",NC,Gastonia,1802 S New Hope Rd,35.2433629,-81.1349294,aEsQU7YmlhisVHTSLadeDQ,3,51,47,5,1,Paul Mitchell the School-Gastonia,Gastonia,NC,28054,National Accrediting Commission of Career Arts and Sciences,35.254225,-81.179108,367.0,2.60150443795,106
3389135,JXGyLKoAmNfC0IDe0NYZbA,4,2.5,Souper Salad,"[u'Restaurants', u'Buffets', u'American (Traditional)']",NC,Charlotte,5117 S Blvd,35.3184247,-80.6624269,tyo6QzKpnUVTjXoq91FBuQ,0,8,43,52,1,University of North Carolina at Charlotte,Charlotte,NC,28223-0001,Southern Association of Colleges and Schools Commission on Colleges,35.306834,-80.73579,22686.0,4.21015503626,103
3392236,JXGyLKoAmNfC0IDe0NYZbA,4,2.5,Souper Salad,"[u'Restaurants', u'Buffets', u'American (Traditional)']",NC,Charlotte,5117 S Blvd,35.3184247,-80.6624269,tyo6QzKpnUVTjXoq91FBuQ,0,8,43,52,1,Empire Beauty School-Concord,Concord,NC,28027,National Accrediting Commission of Career Arts and Sciences,35.364501,-80.713322,84.0,4.28225843771,103
2306437,yEmSQ8wonBku026DrzjBSQ,23,4.5,Beef Jerky Outlets,"[u'Specialty Food', u'Cheese Shops', u'Meat Shops', u'Food']",NC,Concord,10035 Weddington Rd Ext,35.364564,-80.7103562,#NAME?,2,18,43,37,1,Empire Beauty School-Concord,Concord,NC,28027,National Accrediting Commission of Career Arts and Sciences,35.364501,-80.713322,84.0,0.167047289085,100
2303336,yEmSQ8wonBku026DrzjBSQ,23,4.5,Beef Jerky Outlets,"[u'Specialty Food', u'Cheese Shops', u'Meat Shops', u'Food']",NC,Concord,10035 Weddington Rd Ext,35.364564,-80.7103562,#NAME?,2,18,43,37,1,University of North Carolina at Charlotte,Charlotte,NC,28223-0001,Southern Association of Colleges and Schools Commission on Colleges,35.306834,-80.73579,22686.0,4.23559989277,100
3992552,GmhtN4s5elpIpt6r0m26ug,35,3.0,Zoës Kitchen,"[u'Mediterranean', u'Salad', u'Restaurants', u'Sandwiches']",NC,Charlotte,7631 Pineville Matthews Rd,35.086366,-80.84903,LckZpP8V1F5zU5ZKVrhp2Q,6,5,35,54,1,Empire Beauty School-Pineville,Charlotte,NC,28226,National Accrediting Commission of Career Arts and Sciences,35.08982,-80.865341,104.0,0.951890258649,100
3988967,GmhtN4s5elpIpt6r0m26ug,35,3.0,Zoës Kitchen,"[u'Mediterranean', u'Salad', u'Restaurants', u'Sandwiches']",NC,Charlotte,7631 Pineville Matthews Rd,35.086366,-80.84903,LckZpP8V1F5zU5ZKVrhp2Q,6,5,35,54,1,Mercy School of Nursing,Charlotte,NC,28203,Accreditation Commission for Education in Nursing,35.132476,-80.904762,49.0,4.47717083672,100
2306727,yEmSQ8wonBku026DrzjBSQ,23,4.5,Beef Jerky Outlets,"[u'Specialty Food', u'Cheese Shops', u'Meat Shops', u'Food']",NC,Concord,10035 Weddington Rd Ext,35.364564,-80.7103562,#NAME?,2,18,43,37,1,ITT Technical Institute-Charlotte North,Charlotte,NC,28262,,35.338374,-80.764873,379.0,3.5630565122,100
4482456,KHXurEsX7zv3nIJ9kY2XnA,13,3.5,Sake Express,"[u'Fast Food', u'Food', u'Restaurants', u'Japanese']",NC,Mount Holly,349 W Charlotte Ave,35.2996726,-81.022281,XPPt-Z9t3LWhsomIpQ-Thw,8,68,10,3,1,Belmont Abbey College,Belmont,NC,28012-1802,Southern Association of Colleges and Schools Commission on Colleges,35.261276,-81.041847,1482.0,2.8713322018,89
4482466,KHXurEsX7zv3nIJ9kY2XnA,13,3.5,Sake Express,"[u'Fast Food', u'Food', u'Restaurants', u'Japanese']",NC,Mount Holly,349 W Charlotte Ave,35.2996726,-81.022281,XPPt-Z9t3LWhsomIpQ-Thw,8,68,10,3,1,Carolina School of Broadcasting,Charlotte,NC,28214,,35.255857,-80.983976,55.0,3.7167024407,89
7568830,9wCP-MP2B1Yi7EzsM0H0ew,15,4.5,Tacos El Regio,"[u'Mexican', u'Restaurants']",NC,Charlotte,8829 E Wt Harris Blvd,35.1997459343,-80.7243361774,OQWa7l95BlEbnSeCWek8gw,10,27,48,3,1,Brightwood College-Charlotte,Charlotte,NC,28212,Accrediting Council for Independent Colleges and Schools,35.17702,-80.752731,306.0,2.24262741729,88
279396,ro-4-3USXvGKnp07BrxSKg,26,2.5,Godavari,"[u'Restaurants', u'Indian']",NC,Charlotte,520 University Center Blvd,35.3092300995,-80.7558631088,1wBqQ_aVL2knlHYZu1Uv0Q,0,16,58,12,1,ITT Technical Institute-Charlotte North,Charlotte,NC,28262,,35.338374,-80.764873,379.0,2.07527286822,86
279571,ro-4-3USXvGKnp07BrxSKg,26,2.5,Godavari,"[u'Restaurants', u'Indian']",NC,Charlotte,520 University Center Blvd,35.3092300995,-80.7558631088,1wBqQ_aVL2knlHYZu1Uv0Q,0,16,58,12,1,The Hair Design School-Charlotte,Charlotte,NC,28213,National Accrediting Commission of Career Arts and Sciences,35.25855,-80.7837,82.0,3.83485082725,86
276005,ro-4-3USXvGKnp07BrxSKg,26,2.5,Godavari,"[u'Restaurants', u'Indian']",NC,Charlotte,520 University Center Blvd,35.3092300995,-80.7558631088,1wBqQ_aVL2knlHYZu1Uv0Q,0,16,58,12,1,University of North Carolina at Charlotte,Charlotte,NC,28223-0001,Southern Association of Colleges and Schools Commission on Colleges,35.306834,-80.73579,22686.0,1.14305126636,86
3977366,h5VZ0MqRt4vEUUG8oH6eEA,116,3.5,Smoke BBQ Grille,"[u'Restaurants', u'Barbeque', u'American (Traditional)', u'Nightlife', u'Bars']",NC,Charlotte,7828 Rea Rd,35.0611103,-80.817254,61Gcb01LdGskyOidVSAmWg,0,8,33,45,1,Empire Beauty School-Pineville,Charlotte,NC,28226,National Accrediting Commission of Career Arts and Sciences,35.08982,-80.865341,104.0,3.36343096636,86
279106,ro-4-3USXvGKnp07BrxSKg,26,2.5,Godavari,"[u'Restaurants', u'Indian']",NC,Charlotte,520 University Center Blvd,35.3092300995,-80.7558631088,1wBqQ_aVL2knlHYZu1Uv0Q,0,16,58,12,1,Empire Beauty School-Concord,Concord,NC,28027,National Accrediting Commission of Career Arts and Sciences,35.364501,-80.713322,84.0,4.50607263812,86
2804459,vNicnhAl4u6dXkYc_Ph98g,11,3.0,Bi-Lo,"[u'Drugstores', u'Grocery', u'Shopping', u'Food']",NC,Pineville,9101 Pineville Matthws Rd,35.0869866,-80.8717654,#NAME?,0,50,31,4,1,Mercy School of Nursing,Charlotte,NC,28203,Accreditation Commission for Education in Nursing,35.132476,-80.904762,49.0,3.65216218898,85
